adress,longitude,latitude,living_area,land_area,supplemental_area,patio,balcony,number_of_rooms,build_year,operating_cost,sold_price,living_to_land_ratio,area_per_room
"Bondegatan 3, Kungsör, Kungsörs",59.41689558811221,16.100081565588106,84.0,884.0,84.0,0,0,4.0,1962,38662,1600000,0.09502262443438914,21.0
"Kanalvägen 6, Trångfors, Bodens",65.82188626656016,21.615338894978045,81.0,1000.0,32.0,0,0,3.0,1977,44661,845000,0.081,27.0
"Katarina Bröms väg 8, Åmot, Ockelbo",60.9640103429,16.455580757,103.0,1632.0,87.0,0,0,3.0,1949,27647,495000,0.06311274509803921,34.333333333333336
"Västergatan 18, Vollsjö, Sjöbo",55.70485615343694,13.786463810503166,98.0,812.0,72.0,0,0,4.0,1943,33603,1290000,0.1206896551724138,24.5
"Småbrukarvägen 13, Sundby, Stockholms",59.367879739816985,17.919256170083894,81.0,623.0,73.0,0,0,4.0,1944,41806,5150000,0.13001605136436598,20.25
"Uvedsvägen 5, None, Hagfors",60.0226748113,13.6891187347,116.0,5540.0,65.0,0,1,5.0,1909,35160,700000,0.020938628158844765,23.2
"Rönnvägen 13, Halmstad, Halmstads",56.68271527107995,12.881564938104209,131.0,477.2,64.0,1,0,5.0,1956,41338,2695000,0.27451802179379714,26.2
"Hästhovsvägen 2, Snapptuna, Vallentuna",59.54758446728594,18.076740743249704,130.0,1052.0,130.0,0,0,8.0,1966,49834,5250000,0.12357414448669202,16.25
"Madrigalvägen 18, Forssa, Borlänge",60.50222556979102,15.416731416480308,124.0,892.0,30.0,1,0,5.0,1978,37020,3200000,0.13901345291479822,24.8
"Vitpeppargränd 11, Mantorp, Mjölby",58.35183156117781,15.268111706045564,142.0,565.0,0.0,1,0,5.0,1980,34513,3000000,0.2513274336283186,28.4
"Örtgatan 32, Borlänge, Borlänge",60.51242129446244,15.417459654680794,115.0,976.0,115.0,0,0,7.0,1968,60287,3150000,0.11782786885245902,16.428571428571427
"Sisseläng 339, Gräsö, Östhammars",60.38379396375138,18.400728467981946,65.0,2693.0,0.0,1,0,4.0,1991,17700,2725000,0.024136650575566285,16.25
"Lönnbacksvägen 2, Gångholmen, Västerås",59.52478054176213,16.527224613330837,70.0,2100.0,70.0,1,0,4.0,1973,45700,1200000,0.03333333333333333,17.5
"Klockarvägen 6, Granberg, Bollnäs",61.33369418115093,16.388678074119397,90.0,933.0,89.0,1,0,4.0,1960,36125,1895000,0.09646302250803858,22.5
"Borensvägen 115, Borenshult, Motala",58.5630485923,15.0847703693,101.0,913.0,67.0,0,0,4.0,1939,36300,2300000,0.11062431544359255,25.25
"Noltorp Täppan 1, Brevik, Karlsborgs",58.4632652025,14.3990732917,186.0,11627.0,11.0,0,0,7.0,1909,47687,2650000,0.015997247785327257,26.571428571428573
"Fjällstigen 7, None, Hudiksvalls",61.72246949513398,17.09591492118828,56.0,775.0,50.0,0,0,3.0,1942,34700,2100000,0.07225806451612904,18.666666666666668
"Grindklykan 9, Grinden, Kungälvs",57.8676,11.9424753,114.0,729.0,0.0,0,0,4.0,1989,37778,4800000,0.15637860082304528,28.5
"Backvägen 20, Västra Jakobsberg, Järfälla",59.42763,17.8172874,157.0,714.0,0.0,0,0,6.0,2019,34232,8550000,0.21988795518207283,26.166666666666668
"Vallvägen 6, Unnaryd, Hylte",56.958371187836,13.5336803352706,109.0,900.0,15.0,0,0,4.0,1978,35229,900000,0.12111111111111111,27.25
"Vråkstigen 17, Salem, Salems",59.1951065,17.77479,112.0,402.0,0.0,0,0,5.0,1974,28816,3905000,0.27860696517412936,22.4
"Jönköpingsvägen 29, None, Tranås",57.9927,14.8554544,77.0,694.0,0.0,0,0,3.0,1909,20720,550000,0.11095100864553314,25.666666666666668
"Hästskon 10, Rydöbruk, Hylte",56.9606475132557,13.1225496804088,100.0,891.0,100.0,0,0,5.0,1967,43247,675000,0.1122334455667789,20.0
"Ortgatan 40, Vidingsjö, Linköpings",58.37906,15.6392832,102.0,660.0,106.0,0,0,4.0,1969,45395,4495000,0.15454545454545454,25.5
"Annehill 3, Bålsta Eneby, Håbo",59.5624161,17.50773,112.0,810.0,112.0,0,0,6.0,1976,59855,5300000,0.1382716049382716,18.666666666666668
"Fredmans gränd 3, Torshälla, Eskilstuna",59.41269,16.4777641,175.0,901.0,95.0,0,0,10.0,1963,61500,3200000,0.19422863485016648,17.5
"Bindarevägen 7, Djurängen, Kalmar",56.68825,16.32701,110.0,869.0,135.0,0,0,4.0,1967,39500,4390000,0.12658227848101267,27.5
"Källundavägen 29, Skepparslöv, Kristianstads",56.01909,14.0577726,50.0,1051.0,0.0,0,0,3.0,1890,47300,875000,0.047573739295908656,16.666666666666668
"Krämarevägen 5, Sjöbo, Sjöbo",55.629303,13.715271,110.0,773.0,14.0,0,0,6.0,1966,89595,2210000,0.1423027166882277,18.333333333333332
"Frövidalsgatan 26, Frövi, Lindesbergs",59.4723255542298,15.3633619554426,86.0,933.0,80.0,0,0,4.0,1967,75401,960000,0.09217577706323687,21.5
"Lillängsgatan 10, Östervåla, Heby",60.1834679,17.1780167,84.0,1137.0,96.0,0,0,3.0,1953,29344,1900000,0.07387862796833773,28.0
"Bladgränd 7, Björklinge, Uppsala",60.0335045,17.5393543,110.0,790.0,110.0,0,0,6.0,1971,51240,3310000,0.13924050632911392,18.333333333333332
"Siggesbo 310, Bergkvara, Torsås",56.401825,16.041357,74.0,62149.0,0.0,0,0,4.0,1899,27000,1625000,0.0011906868976170172,18.5
"Kolviksterrassen 4, Kolvik, Värmdö",59.3239021,18.4832382,148.0,518.0,0.0,0,0,6.0,2016,32346,8500000,0.2857142857142857,24.666666666666668
"Åbroddsvägen 3, Kummelnäs, Nacka",59.35011850364215,18.292881071064247,157.0,2977.0,0.0,0,0,6.0,2007,31400,8000000,0.05273765535774269,26.166666666666668
"Katrinelundsvägen 10, Killinge, Lidingö",59.3514938,18.2094822,144.0,1285.0,0.0,0,0,7.0,1910,34136,12500000,0.11206225680933853,20.571428571428573
"Åsbranten 20, Sandudden, Ekerö",59.2733955,17.7745113,157.0,1000.0,0.0,0,0,5.0,2009,56862,9500000,0.157,31.4
"Villagatan 11, Valskog, Kungsörs",59.4442062,15.9476023,116.0,1530.0,5.0,0,0,6.0,1900,41550,1800000,0.07581699346405228,19.333333333333332
"Vändtegsvägen 10, Greby, Norrköpings",58.55302,15.9707985,116.0,850.0,116.0,0,0,5.0,1970,45664,3500000,0.13647058823529412,23.2
"Hjortrongatan 5, Vega, Västerås",59.6332855,16.53717,122.0,825.0,80.0,0,0,6.0,1962,47500,3525000,0.1478787878787879,20.333333333333332
"Sofielundsvägen 38, Strömsholm, Hallstahammars",59.5330925,16.2458439,162.0,818.0,0.0,0,0,5.0,2018,42849,3950000,0.1980440097799511,32.4
"Snöstigen 30, Södra Mosebacke, Gällivare",67.16721,20.6333256,134.0,884.0,34.0,0,0,5.0,1972,47581,2200000,0.1515837104072398,26.8
"Södra Bangatan 1, Centralt, Nässjö",57.6486664,14.6967945,190.0,756.0,80.0,0,0,8.0,1913,48749,2000000,0.25132275132275134,23.75
"Tuvedalsvägen 20, Fjärås, Kungsbacka",57.4320259,12.1512814,107.0,1213.0,33.0,0,0,4.0,1961,40706,3200000,0.08821104699093157,26.75
"Odonvägen 21, Ormsta, Vallentuna",59.54629,18.1025486,161.0,804.0,0.0,0,0,5.0,1987,50988,5750000,0.20024875621890548,32.2
"Långaredsvägen 206, Långared, Alingsås",58.0227661,12.5310774,109.0,1672.0,61.0,0,0,6.0,1990,43318,2795000,0.0651913875598086,18.166666666666668
"Elbetorpsvägen 1, Västra Ingelstad, Vellinge",55.490345,13.1145887,114.0,780.0,149.0,0,0,7.0,1965,40533,4300000,0.14615384615384616,16.285714285714285
"Holländarehusvägen 5, Bjärred - Löddesnäs, Lomma",55.7282944,13.0047617,145.0,316.0,0.0,0,0,5.0,1976,49367,4800000,0.4588607594936709,29.0
"Sölvesborgsvägen 24, Högadal, Karlshamns",56.1841164,14.8508549,126.0,915.0,63.0,0,0,5.0,1932,43747,2325000,0.1377049180327869,25.2
"Åvägen 3, Skultuna, Västerås",59.72379,16.4254646,152.0,1044.0,102.0,0,0,7.0,1944,53895,2250000,0.14559386973180077,21.714285714285715
"Kocktorpsvägen 15B, Björknäs, Nacka",59.3147964,18.2370453,193.0,1485.0,0.0,0,0,6.0,2002,39300,8650000,0.12996632996632998,32.166666666666664
"Snickartorpsvägen 21, Smedstorp, Kumla",59.1457558,15.1440392,151.0,976.0,30.0,0,0,5.0,1996,49375,4100000,0.15471311475409835,30.2
"Jägarvägen 10 A, Sunnersta, Uppsala",59.79024,17.65132,172.0,914.0,0.0,0,0,7.0,1977,44971,4990000,0.18818380743982493,24.571428571428573
"Lindvägen 30, Lärbro - Norra Gotland, Gotlands",57.7868499724505,18.7813728298686,176.0,2000.0,60.0,0,0,6.0,1918,14994,1815000,0.088,29.333333333333332
"Syrenvägen 3, Nilstorp, Lunds",55.6922836,13.2003412,182.0,843.0,57.0,0,0,6.0,1929,85711,10500000,0.2158956109134045,30.333333333333332
"Landskapsgatan 7, Skurup, Skurups",55.4719657637,13.501092158,121.0,649.0,48.0,0,0,5.0,2002,50400,3695000,0.1864406779661017,24.2
"Gisenvägen 2, Edsbro, Norrtälje",59.885128,18.49177,155.0,3236.0,37.0,1,1,7.0,1982,37236,3050000,0.04789864029666255,22.142857142857142
"Lundby 308, Slöinge, Falkenbergs",56.8419149414,12.7160347763,125.0,1922.0,60.0,1,1,4.0,1944,9700,2350000,0.06503642039542143,31.25
"Norra Björkevägen 49, Norra Björke, Trollhättans",58.2732990544,12.5064630714,112.0,1016.0,74.0,1,0,7.0,1985,29432,1000000,0.11023622047244094,16.0
"Vigelsjövägen 28, Centrala Norrtälje, Norrtälje",59.7614269919,18.6781669204,77.0,1553.0,121.0,1,1,6.0,1939,52750,3200000,0.049581455247907275,12.833333333333334
"Astervägen 2, Ulricehamn, Ulricehamns",57.7769813379,13.4145507385,140.0,701.0,0.0,1,0,6.0,1981,45596,1995000,0.19971469329529243,23.333333333333332
"Östra Skolgatan 12, Bergnäset, Luleå",65.57564,22.0877914,127.0,891.0,126.0,0,0,6.0,1964,25356,3850000,0.1425364758698092,21.166666666666668
"Upplanda 204, Örbyhus, Tierps",60.2298057542,17.7267923861,65.0,1293.0,64.0,0,0,3.0,1942,26719,1010000,0.050270688321732405,21.666666666666668
"Varola Nybygget , Varola, Skövde",58.3291959813,13.9942680375,100.0,1170.0,100.0,0,0,3.0,1909,23165,1320000,0.08547008547008547,33.333333333333336
"Stensjökullen 71, Blåsmark, Piteå",65.2435919153,21.2748646355,124.0,3920.0,35.0,0,0,3.0,2007,49215,1200000,0.03163265306122449,41.333333333333336
"Täng 105, Ås, Krokoms",63.2451682056,14.5464879381,111.0,108730.0,81.0,0,0,4.0,1884,30900,9200000,0.0010208774027407339,27.75
"Varstensvägen 16C, Söderköping, Söderköpings",58.45003811221337,16.447856668993463,45.0,3455.0,30.0,0,0,2.0,1920,26343,2000000,0.013024602026049204,22.5
"Långholmsvägen 3, Sjövik, Lerums",57.9127150066,12.3741756531,140.0,1998.0,0.0,0,0,4.0,1975,26710,3000000,0.07007007007007007,35.0
"Gruvvägen 45, Brandkärr, Nyköpings",58.76382535216528,17.020568662691,158.0,702.0,158.0,1,1,7.0,1965,48055,4300000,0.22507122507122507,22.571428571428573
"Hårsfjärdsstigen 15, Årsta Havsbad, Haninge",59.082136135095816,18.168270658424703,39.0,875.0,0.0,0,0,2.0,1932,28936,3000000,0.044571428571428574,19.5
"Hagtäktsvägen 26, Liljan, Falu",60.54165257058224,15.572248040309525,100.0,2055.0,25.0,0,0,4.0,1957,24627,2500000,0.04866180048661801,25.0
"Verkstadsgatan 2A, Tillberga, Västerås",59.686745937281145,16.6200274890315,154.0,987.0,0.0,1,0,7.0,2005,39627,3100000,0.15602836879432624,22.0
"Andra villavägen 3, Puketorp, Partille",57.72207803011046,12.08294275112565,126.0,774.0,91.0,0,0,6.0,1946,19400,6600000,0.16279069767441862,21.0
"Kärrdalsvägen 73, Kärrdalen, Göteborgs",57.7435361530504,11.916423008781113,134.0,779.0,0.0,0,0,5.0,1962,32251,6700000,0.17201540436456997,26.8
"Ulvviksstrand 345, Ulvvik, Härnösands",62.67449697407469,17.9114395027972,105.0,1270.0,0.0,1,0,6.0,1999,38345,3050000,0.08267716535433071,17.5
"Kantarellstigen 11, Uddevalla, Uddevalla",58.36661239330732,11.949484705001913,75.0,732.0,75.0,1,0,4.0,1965,34010,1800000,0.10245901639344263,18.75
"Båtyxgatan 4, Bjurhovda, Västerås",59.62798198144095,16.612221421149812,143.0,894.0,53.0,1,0,5.0,1970,52200,3000000,0.1599552572706935,28.6
"Stråkvägen 5, Österbybruk, Östhammars",60.19806120865627,17.89047419981857,72.0,1079.0,72.0,0,0,3.0,1944,37300,1650000,0.06672845227062095,24.0
"Kärrängsvägen 19, Hammarö, Hammarö",59.3215005243021,13.513277310630333,181.0,784.0,0.0,1,0,5.0,1981,45000,2850000,0.2308673469387755,36.2
"Lekombergsvägen 14, Sörvik, Ludvika",60.19836624412067,15.139574770106003,144.0,2316.0,15.0,0,0,4.0,1920,39857,1400000,0.06217616580310881,36.0
"Gärdestigen 2, Visby, Gotlands",57.6155571851,18.2880620842,129.0,641.0,15.0,0,0,4.0,1963,41543,4200000,0.20124804992199688,32.25
"Flygarevägen 17B, None, Höörs",55.93245297429648,13.53499736695991,68.0,615.0,0.0,0,0,3.0,1850,22648,1300000,0.11056910569105691,22.666666666666668
"Mjölnarvägen 8, Viksjöfors, Ovanåkers",61.33778239711342,15.959416140391973,71.0,1122.0,5.0,0,1,3.0,1910,26756,700000,0.06327985739750445,23.666666666666668
"Risgatan 23, Vitberget, Skellefteå",64.76186711325904,20.964684095868986,84.0,806.0,84.0,1,0,4.0,1956,35531,2950000,0.10421836228287841,21.0
"Skolvägen 1B, Hällby, Eskilstuna",59.3899550082,16.4284018433,110.0,801.0,60.0,1,1,4.0,1931,46621,2775000,0.1373283395755306,27.5
"Kopparmoravägen 6, Norra Kopparmora, Värmdö",59.33608333572808,18.5640069431082,146.0,2223.0,0.0,1,1,6.0,2011,49499,5600000,0.0656770130454341,24.333333333333332
"Kullgärdet 62, Bjursås, Falu",60.729356118825024,15.426368031107309,103.0,1105.0,0.0,0,0,4.0,1988,43330,2195000,0.09321266968325792,25.75
"Lindalsvägen 59, Hanviken, Tyresö",59.234075621252416,18.209487934944,90.0,1500.0,0.0,0,0,4.0,1961,67467,5650000,0.06,22.5
"Vangstagatan 1, Brännan, Härnösands",62.63409855956331,17.95334323199136,123.0,574.0,25.0,1,1,6.0,1909,39801,1590000,0.21428571428571427,20.5
"Östra Spöland 44, Östra Spöland, Vännäs",63.93846308354343,19.86737550205748,204.0,2001.0,110.0,0,0,8.0,1930,40000,2800000,0.10194902548725637,25.5
"Norra vägen 74, Getingen, Kalmar",56.67645,16.3485928,150.0,1200.0,82.0,0,0,5.0,1931,36000,5000000,0.125,30.0
"Hyltegatan 4, Hestra, Gislaveds",57.4488971208273,13.5975233356037,94.0,855.0,94.0,0,0,5.0,1972,38300,1035000,0.10994152046783626,18.8
"Smedjegatan 4, Fjugesta, Lekebergs",59.1709824,14.874054,104.0,935.0,60.0,0,0,4.0,1948,43105,1450000,0.11122994652406418,26.0
"Parkuddsgatan 4, Backadal, Göteborgs",57.7490273,11.9773121,115.0,948.0,94.0,0,0,5.0,1947,52879,4850000,0.12130801687763713,23.0
"Hasselvägen 15, Nedre Aggerud, Karlskoga",59.30552,14.5083981,98.0,1048.0,99.0,0,0,4.0,1963,57060,1500000,0.09351145038167939,24.5
"Guldflyvägen 25, Åled, Halmstads",56.75184,12.9420719,137.0,732.0,31.0,0,0,6.0,1979,55896,2900000,0.1871584699453552,22.833333333333332
"Första Tvärgatan 24, Marieberg, Örebro",59.2230339,15.1530666,130.0,1073.0,130.0,0,0,8.0,1970,62928,6100000,0.1211556383970177,16.25
"Måbärsvägen 6, Täppan, Staffanstorps",55.6362076,13.2075558,160.0,449.0,40.0,0,0,6.0,1969,44180,4965000,0.35634743875278396,26.666666666666668
"Piaffvägen 2, Hofterup, Kävlinge",55.8008766,12.986311,102.0,1092.0,96.0,0,0,4.0,1968,41737,4300000,0.09340659340659341,25.5
"Torsdagsvägen 27, Ljustadalen, Sundsvalls",62.4384041,17.363657,132.0,475.0,0.0,0,0,6.0,1971,32815,2395000,0.27789473684210525,22.0
"Smala vägen 5, Rödsle, Oskarshamns",57.2736969,16.4025517,110.0,1062.0,134.0,0,0,4.0,1971,53460,2200000,0.10357815442561205,27.5
"Gammelgården 167, Viksjö, Härnösands",62.7764333974648,17.4192256947899,103.0,875.0,0.0,0,0,4.0,1982,41950,620000,0.11771428571428572,25.75
"Fänkålsplan 6, Lindsdal, Kalmar",56.73914,16.28545,110.0,924.0,112.0,0,0,7.0,1972,38500,2850000,0.11904761904761904,15.714285714285714
"Häggvägen 14, Hammar - Kristianstad, Kristianstads",56.033429824801,14.2069467978385,162.0,1120.0,52.0,0,0,6.0,2007,73166,4600000,0.14464285714285716,27.0
"Tränsvägen 2 A, Björklinge, Uppsala",60.0346465745895,17.5446015711207,174.0,1360.0,40.0,1,0,5.0,1979,42526,3900000,0.12794117647058822,34.8
"Magnus Erikssons gata 3, Olympia - Helsingborg, Helsingborgs",56.04900741375948,12.70364446578574,120.0,458.0,72.0,0,0,6.0,1909,110600,11500000,0.26200873362445415,20.0
"Björnahusvägen 34, Saxtorp, Landskrona",55.82859,12.9636478,187.0,1118.0,29.0,0,0,6.0,2022,28300,6200000,0.167262969588551,31.166666666666668
"Durkvägen 18, Berg, Linköpings",58.4905167,15.5310335,146.0,807.0,98.0,0,0,5.0,1954,41370,5195000,0.1809169764560099,29.2
"Rönningevägen 8, Rönninge, Salems",59.1964531,17.7460136,78.0,2561.0,80.0,0,0,4.0,1944,33373,4780000,0.030456852791878174,19.5
"Sotter Silkeskällan 335, Knutby, Uppsala",59.89646,18.3162174,145.0,2835.0,10.0,0,0,6.0,1920,25815,2100000,0.05114638447971781,24.166666666666668
"Pumparvägen 17, Nälden, Krokoms",63.3475838,14.2636614,118.0,1448.0,113.0,0,0,7.0,1978,35481,1450000,0.08149171270718232,16.857142857142858
"Östra Kungsljuset 8, Beddingestrand, Trelleborgs",55.3545630470342,13.4075381187935,45.0,1278.0,0.0,1,0,3.0,1962,12271,3000000,0.035211267605633804,15.0
"Höstrågvägen 8, Ekerö Väsby, Ekerö",59.2791023,17.8000317,154.0,944.0,148.0,0,0,10.0,1974,62157,8150000,0.163135593220339,15.4
"Värendsgatan 6, None, Tingsryds",56.6389847,14.9240837,108.0,1266.0,77.0,0,0,4.0,1956,32200,920000,0.08530805687203792,27.0
"Granbergsdal Tegen 335, Granbergsdal, Karlskoga",59.4228249,14.5677748,89.0,16542.0,32.0,0,0,4.0,1909,37219,1300000,0.005380244226816588,22.25
"Kvistbacken 18, Alnö, Sundsvalls",62.43068,17.4111671,108.0,121.0,0.0,0,0,4.0,1965,49063,2300000,0.8925619834710744,27.0
"Visslandsgatan 1B, Fränsta, Ånge",62.4977323267216,16.1810403733801,115.0,1050.0,35.0,0,0,4.0,1984,62463,650000,0.10952380952380952,28.75
"Tjugesta bygata 18, Tjugesta, Örebro",59.3635922198508,15.3891565786561,76.0,4335.0,0.0,0,0,4.0,1946,32900,1295000,0.017531718569780853,19.0
"Prylvägen 8, Alnö, Sundsvalls",62.42920378685319,17.41333322313589,105.0,1270.0,65.0,1,1,5.0,1954,42200,2010000,0.08267716535433071,21.0
"Ensligheten 3, Snårestad, Ystads",55.4516144,13.6907911,155.0,725.0,40.0,0,0,4.0,1909,30690,5300000,0.21379310344827587,38.75
"Kvarnängen 125, Lane-Ryr, Uddevalla",58.40842,12.0378618,100.0,5835.0,10.0,0,0,5.0,1882,88656,3300000,0.01713796058269066,20.0
"Tolsjöhultsvägen 99, Gråbo, Lerums",57.84913,12.233304,80.0,4696.0,0.0,0,0,4.0,1953,37675,2300000,0.017035775127768313,20.0
"Tängvägen 18, Ås, Krokoms",63.2427521,14.5634937,180.0,1664.0,25.0,0,0,7.0,1920,43500,4520000,0.10817307692307693,25.714285714285715
"Domänvägen 9, Viby, Sollentuna",59.45536,17.8924274,90.0,1145.0,50.0,0,0,3.0,1926,40700,6000000,0.07860262008733625,30.0
"Jösse smeds väg 7, Belganet, Ronneby",56.3837128,15.0284,121.0,850.0,73.0,0,0,5.0,1935,32716,950000,0.1423529411764706,24.2
"Edgar Holms väg 7, Sösdala, Hässleholms",56.0352478,13.67506,100.0,736.0,100.0,0,0,4.0,1909,35021,750000,0.1358695652173913,25.0
"Ljungbackagatan 11, Ljungsbro, Linköpings",58.5165176,15.5043077,183.0,1736.0,14.0,0,0,7.0,1929,22829,5180000,0.1054147465437788,26.142857142857142
"Näsby allé 55, Näsby Park, Täby",59.4318733,18.0719681,150.0,945.0,110.0,0,0,5.0,1937,27516,9250000,0.15873015873015872,30.0
"Rotsvängen 1, Rotvik, Oskarshamns",57.2956409689149,16.4906810838094,159.0,983.0,0.0,0,0,7.0,2008,41686,3400000,0.1617497456765005,22.714285714285715
"Kyllevägen 22, Sandhem, Mullsjö",57.98505,13.7661524,97.0,1414.0,51.0,0,0,5.0,1930,46825,1300000,0.0685997171145686,19.4
"Hemmansvägen 19, Viksjö, Järfälla",59.4196921455,17.8106113719,221.0,642.0,56.0,1,0,7.0,1969,45108,7800000,0.3442367601246106,31.571428571428573
"Växthusvägen 10, Odensala, Östersunds",63.1484325728,14.6984129229,170.0,1080.0,0.0,0,0,7.0,1929,41562,4470000,0.1574074074074074,24.285714285714285
"Vinkelgatan 8, Perstorp, Perstorps",56.1352869073,13.3689291317,80.0,1507.0,57.0,1,0,5.0,1945,46041,1100000,0.05308560053085601,16.0
"Smedjegatan 14, Södra Skogen, Karlsborgs",58.5260547304,14.5075765098,132.0,881.0,0.0,0,0,5.0,1961,44336,2300000,0.14982973893303064,26.4
"Albäcksvägen 17, None, Lindesbergs",59.6445310492,15.2276545614,160.0,5915.0,90.0,0,0,6.0,1912,46618,3300000,0.027049873203719356,26.666666666666668
"Majgatan 26, Nossebro, Essunga",58.1931081664,12.7359090625,116.0,907.0,141.0,0,0,7.0,1973,34164,1475000,0.1278941565600882,16.571428571428573
"Grönbyvägen 278-0, Norra Grönby, Trelleborgs",55.4595780445,13.3720523497,103.0,2086.0,0.0,0,0,5.0,1880,30972,1600000,0.04937679769894535,20.6
"Smedsvägen 8, Nykroppa, Filipstads",59.6233446682,14.3123078739,148.0,1078.0,20.0,1,1,6.0,1976,28688,550000,0.137291280148423,24.666666666666668
"Myrvägen 11, Strömsbruk, Nordanstigs",61.8659089304,17.319711005,84.0,1121.0,5.0,0,0,3.0,1959,44116,610000,0.07493309545049064,28.0
"Rosenvägen 7, Jämjö, Karlskrona",56.1864534274,15.8410513154,116.0,888.0,116.0,1,0,4.0,1978,46747,2095000,0.13063063063063063,29.0
"Rågvägen 10, Moheda, Alvesta",57.0003868042,14.5678717514,115.0,937.0,0.0,1,0,4.0,1981,36495,1850000,0.12273212379935966,28.75
"Orrvägen 12, Hovmantorp, Lessebo",56.778601860277,15.155213391115,150.0,870.0,135.0,0,0,6.0,1975,44500,2150000,0.1724137931034483,25.0
"Bäckgatan 23, Bastuträsk, Norsjö",64.7904670506,20.0511753503,110.0,1039.0,50.0,0,0,4.0,1975,34312,300000,0.10587102983638114,27.5
"Landerydsvägen 26, None, Hylte",57.0087990259,13.2425444899,160.0,1333.0,60.0,0,0,7.0,1950,36835,1010000,0.12003000750187547,22.857142857142858
"Rosvägen 7, Sexdrega, Svenljunga",57.5811758457,13.1231705991,93.0,842.0,93.0,0,0,5.0,1969,28811,1250000,0.11045130641330166,18.6
"Ljusnäs 1, Stöllet, Torsby",60.432467915,13.2315551792,77.0,1619.0,42.0,1,1,3.0,1942,15484,507000,0.04756022235948116,25.666666666666668
"Klövervägen 17, Hofterup, Kävlinge",55.7966505179,12.9853307334,168.0,830.0,4.0,1,0,7.0,1972,21225,2900000,0.20240963855421687,24.0
"Faluvägen 14, None, Falu",60.80466452295684,15.755121349489103,111.0,1485.0,81.0,0,0,4.0,1958,37448,1850000,0.07474747474747474,27.75
"Arrendegatan 26, Onsjö, Vänersborgs",58.3499305,12.3212826,119.0,385.0,0.0,1,0,4.0,1986,56100,2320000,0.3090909090909091,29.75
"Sturegatan 36A, Elsborg, Falu",60.60225100834552,15.629181124932906,108.0,71.0,0.0,0,0,5.0,2011,24056,3975000,1.5211267605633803,21.6
"Skogsdungevägen 17, Stora Sundby, Eskilstuna",59.27890085343402,16.10988422681782,180.0,1909.0,10.0,1,0,5.0,2017,50997,3850000,0.09429020429544265,36.0
"Vabacksvägen 20, Vabacken, Lilla Edets",58.27163200854236,12.185641788241686,107.0,3081.0,0.0,1,0,4.0,1941,44900,3600000,0.0347289840960727,26.75
"Svanvägen 7, Smygehamn, Trelleborgs",55.345142722328085,13.36285659196498,137.0,988.0,0.0,0,0,6.0,1974,52780,2400000,0.13866396761133604,22.833333333333332
"Vidablicksvägen 45, Tröingeberg, Falkenbergs",56.91730219377714,12.521607139430484,171.0,1154.0,66.0,0,0,6.0,1965,44878,4700000,0.14818024263431542,28.5
"Truedstorp norra 18, Ekeby, Bjuvs",55.994628668314576,12.997799218796738,92.0,983.0,22.0,1,0,4.0,1909,26000,1200000,0.0935910478128179,23.0
"Stadanvägen 44, Stadan, Södertälje",59.16267,17.58042,65.0,1465.0,0.0,1,1,3.0,1954,53996,1200000,0.04436860068259386,21.666666666666668
"Tolenvägen 8, Katrineholm, Katrineholms",58.89881984200128,16.185049577787815,87.0,1656.0,87.0,1,0,3.0,1929,8947,530000,0.05253623188405797,29.0
"Koppartjärnsvägen 10, Storvik, Sandvikens",60.5707362157,16.5484541832,91.0,5300.0,18.0,0,0,3.0,1920,24692,795000,0.017169811320754718,30.333333333333332
"Oskarsvägen 64, None, Lidingö",59.35552137177647,18.144096064184403,204.0,1219.0,0.0,0,0,7.0,1945,21031,14950000,0.16735028712059064,29.142857142857142
"Granskata 101, Fagerhult, Högsby",57.1885954385,15.5593556739,140.0,6505.0,30.0,0,0,5.0,1998,32227,1400000,0.021521906225980016,28.0
"Råda Häggene 7, Lidköping, Lidköpings",58.48236839849091,13.071813771188376,169.0,3773.0,0.0,1,0,7.0,1850,40613,2800000,0.044791942751126426,24.142857142857142
"Örviks byväg 2, Herräng, Norrtälje",60.10346537392083,18.627479965567986,121.0,5371.0,20.0,0,0,5.0,1900,32269,950000,0.022528393222863527,24.2
"Husmansvägen 11, Sundborn, Falu",60.65037603003857,15.765042122082605,196.0,1148.0,0.0,1,1,7.0,1975,50608,3650000,0.17073170731707318,28.0
"Synevägen 33, Södra Sunderbyn, Luleå",65.65704522539413,21.951875737299336,120.0,545.0,33.0,1,0,5.0,1984,34363,3500000,0.22018348623853212,24.0
"Furirvägen 6, Mesta, Eskilstuna",59.35133260347026,16.44805114009506,125.0,871.0,18.0,1,0,6.0,1970,42888,3450000,0.14351320321469574,20.833333333333332
"Skattevägen 7, Stävie Ljung - Furulund, Kävlinge",55.77530707684281,13.073697785794916,163.0,1021.0,0.0,1,0,7.0,1979,38100,4000000,0.15964740450538686,23.285714285714285
"Egebyvägen 3, None, Hallsbergs",59.1382675,15.3435078,101.0,1061.0,78.0,0,0,5.0,1964,52621,1100000,0.09519321394910461,20.2
"Körsbärsliden 16, Örkelljunga, Örkelljunga",56.2900734,13.2662992,180.0,1178.0,0.0,0,0,8.0,1982,58839,2200000,0.15280135823429541,22.5
"Ekgatan 5, Vinslöv, Hässleholms",56.1024,13.9058809,117.0,705.0,0.0,0,0,4.0,1983,35278,2300000,0.16595744680851063,29.25
